Date,x,y,BroadTopic,Topic,SubTopic,category_id
2008,1.639258118695652,7.377255917391302,13,19.0,,42
2012,1.4922436277272728,6.771710081818181,13,19.0,,42
2016,2.064025530689655,6.969920606896553,13,19.0,,42
2020,2.6552559139130434,6.570662473913043,13,19.0,,42
1960,2.56141285,3.11689885,0,20.0,,43
1976,2.8722902749999997,2.86381385,0,20.0,,43
1980,2.314566191666667,3.0693502083333333,0,20.0,,43
1984,2.7080645000000003,3.111701033333333,0,20.0,,43
1988,3.135885394117647,2.552021152941176,0,20.0,,43
1992,2.8851836111111115,3.1668183916666663,0,20.0,,43
1996,2.557676063636364,2.9073059272727275,0,20.0,,43
2000,2.538342913333334,3.08453924,0,20.0,,43
2004,2.666073107142857,2.885212925,0,20.0,,43
2008,2.8469852476190476,3.082297038095238,0,20.0,,43
2012,2.844579536363636,3.446168172727273,0,20.0,,43
2016,3.130505076470588,2.9833287176470584,0,20.0,,43
2020,3.1797340230769233,2.7325688076923074,0,20.0,,43
1960,7.234945933333333,4.598916233333333,1,21.0,,44
1976,7.272563206666667,4.23012984,1,21.0,,44
1980,7.5411091720000005,4.2994574144,1,21.0,,44
1984,7.4925635333333345,4.526968366666666,1,21.0,,44
1988,7.723165,4.1033516,1,21.0,,44
1992,7.38666565,4.631543972727273,1,21.0,,44
1996,7.585430539285714,4.3256816464285714,1,21.0,,44
2000,7.35125288,3.4439763919999997,1,21.0,,44
2004,6.850176030769232,4.896597184615384,1,21.0,,44
2008,6.8599931,5.69365457142857,1,21.0,,44
2012,5.7682785999999995,5.903872666666667,1,21.0,,44
2016,7.006009953333335,5.737070497,1,21.0,,44
2020,7.113878268965518,4.026126790689656,1,21.0,,44
1960,2.7228645,7.54023675,10,22.0,,45
1976,2.7454478,7.444147060000001,10,22.0,,45
1984,4.15058775,5.21570195,10,22.0,,45
1988,2.6268268999999997,7.737456666666667,10,22.0,,45
1992,2.6108942181818184,7.362884806060607,10,22.0,,45
1996,2.9366031384615385,7.308846776923076,10,22.0,,45
2000,2.8045708,7.027283653846155,10,22.0,,45
2004,2.5677512937499998,7.240206468749999,10,22.0,,45
2008,2.8044125,7.017153628571428,10,22.0,,45
2012,2.98651445,6.252186808333332,10,22.0,,45
2016,2.753402322580645,7.388816816129033,10,22.0,,45
2020,2.9357194,7.389498455555556,10,22.0,,45
1960,8.3618275,3.031818975,1,23.0,,46
1976,8.469555172727274,3.9682225181818183,1,23.0,,46
1980,8.180583,3.9089969,1,23.0,,46
1984,7.92295,4.16760825,1,23.0,,46
1988,8.07125465,3.748920383333333,1,23.0,,46
1992,8.499284442105262,3.2837994736842107,1,23.0,,46
1996,8.791256,4.073497290000001,1,23.0,,46
2000,8.527678166666668,3.1398254,1,23.0,,46
2004,7.621828375000001,3.9449240000000003,1,23.0,,46
2008,8.163421575,3.990066866666666,1,23.0,,46
2012,8.339935107142859,3.3132527928571434,1,23.0,,46
2016,7.615348642857143,3.6238960714285713,1,23.0,,46
2020,7.6750606,3.920939725,1,23.0,,46
1960,1.3925564499999998,6.965809825,7,24.0,,47
1976,1.3692593666666666,6.985342666666667,7,24.0,,47
1984,1.3340766000000002,7.344041666666667,7,24.0,,47
1988,1.5599887833333337,7.3600741166666666,7,24.0,,47
1992,1.5601296,7.521723447368421,7,24.0,,47
1996,1.8205637363636362,7.149524954545453,7,24.0,,47
2000,1.4421381999999998,7.001961130769231,7,24.0,,47
2004,1.3638361625000002,7.648878975,7,24.0,,47
2008,1.4659461444444444,7.200229277777778,7,24.0,,47
2012,1.6261988,7.14151261875,7,24.0,,47
2016,2.30478342,7.0697113866666665,7,24.0,,47
2020,1.5150103210526316,7.082064289473685,7,24.0,,47
1960,3.3519205000000003,6.8392475,7,25.0,,48
1976,2.990100566666667,6.6907225,7,25.0,,48
1980,3.0132754999999998,6.30490935,7,25.0,,48
1984,3.3020163499999997,7.13315135,7,25.0,,48
1988,2.996483277777778,7.242688877777777,7,25.0,,48
1992,3.309932388888889,6.793905022222223,7,25.0,,48
1996,2.8086445999999996,6.758901025,7,25.0,,48
2000,2.71221565,6.9382087571428555,7,25.0,,48
2004,2.445899906,7.2173932899999995,7,25.0,,48
2008,3.192947144444444,6.834885133333334,7,25.0,,48
2012,3.006812633333333,6.817713866666668,7,25.0,,48
2016,2.6212079142857148,7.362130585714285,7,25.0,,48
2020,3.4322539349999994,6.5507857650000005,7,25.0,,48
1984,7.9047804,3.5677035,11,26.0,,49
1988,7.843556,3.7546172,11,26.0,,49
1992,7.720997458333334,4.0267087083333335,11,26.0,,49
1996,7.586480144444445,4.009760022222221,11,26.0,,49
2000,5.454988133333333,5.6396838,11,26.0,,49
2004,8.028074772727273,3.7010172999999997,11,26.0,,49
2008,8.303562166666667,3.7218101833333335,11,26.0,,49
2012,8.31010429,3.7546095324999995,11,26.0,,49
2016,8.11511817826087,3.9151327478260862,11,26.0,,49
2020,7.989838007692307,3.685245253846153,11,26.0,,49
1976,3.1575975,7.242019,11,27.0,,50
1980,8.960364333333333,3.5298622,11,27.0,,50
1984,7.6542429499999995,4.168944,11,27.0,,50
1988,8.24508888,3.82863994,11,27.0,,50
1992,7.45462325,3.880350466666666,11,27.0,,50
1996,8.968318,3.5384418749999997,11,27.0,,50
2000,9.031324,3.3411331200000007,11,27.0,,50
2004,9.11492111111111,3.2191465777777775,11,27.0,,50
2008,9.122212333333332,3.4555434833333334,11,27.0,,50
2012,9.0749494,3.56096474,11,27.0,,50
2016,8.596841088888889,3.1982632222222223,11,27.0,,50
